!SIL	SIL
<SPOKEN_NOISE>	SPN
미싱	f6 m20 f9 m20 e20 
미쓰	f6 m20 f10 m18 
미아	f6 m20 f11 m0 
미아동	f6 m20 f11 m0 f3 m8 e20 
미아로	f6 m20 f11 m0 f5 m8 
미아리	f6 m20 f11 m0 f5 m20 
미아사거리	f6 m20 f11 m0 f9 m0 f0 m4 f5 m20 
미아사거리역	f6 m20 f11 m0 f9 m0 f0 m4 f5 m20 f11 m6 e0 
미아에게	f6 m20 f11 m0 f11 m5 f0 m5 
미아역	f6 m20 f11 m0 f11 m6 e0 
미아점	f6 m20 f11 m0 f12 m4 e15 
미아점으로	f6 m20 f11 m0 f12 m4 e15 f11 m18 f5 m8 
미악녀에게	f6 m20 f11 m0 e0 f2 m6 f11 m5 f0 m5 
미안	f6 m20 f11 m0 e3 
미안해	f6 m20 f11 m0 e3 f18 m1 
미안해요	f6 m20 f11 m0 e3 f18 m1 f11 m12 
미암사	f6 m20 f11 m0 e15 f9 m0 
미암에게	f6 m20 f11 m0 e15 f11 m5 f0 m5 
미애	f6 m20 f11 m1 
미애네	f6 m20 f11 m1 f2 m5 
미앤니	f6 m20 f11 m1 e3 f2 m20 
미앤미	f6 m20 f11 m1 e3 f6 m20 
미앤유	f6 m20 f11 m1 e3 f11 m17 
미양면사무소	f6 m20 f11 m2 e20 f6 m6 e3 f9 m0 f6 m13 f9 m8 
미에게	f6 m20 f11 m5 f0 m5 
미에로	f6 m20 f11 m5 f5 m8 
미역	f6 m20 f11 m6 e0 
미역집	f6 m20 f11 m6 e0 f12 m20 e16 
미연	f6 m20 f11 m6 e3 
미연에게	f6 m20 f11 m6 e3 f11 m5 f0 m5 
미영	f6 m20 f11 m6 e20 
미영에게	f6 m20 f11 m6 e20 f11 m5 f0 m5 
미영이	f6 m20 f11 m6 e20 f11 m20 
미영이에게	f6 m20 f11 m6 e20 f11 m20 f11 m5 f0 m5 
미와	f6 m20 f11 m9 
미용	f6 m20 f11 m12 e20 
미용실	f6 m20 f11 m12 e20 f9 m20 e7 
미용실에게	f6 m20 f11 m12 e20 f9 m20 e7 f11 m5 f0 m5 
미용씨	f6 m20 f11 m12 e20 f10 m20 
미용에게	f6 m20 f11 m12 e20 f11 m5 f0 m5 
미우미우	f6 m20 f11 m13 f6 m20 f11 m13 
미운	f6 m20 f11 m13 e3 
미원	f6 m20 f11 m14 e3 
미원면	f6 m20 f11 m14 e3 f6 m6 e3 
미원빌딩	f6 m20 f11 m14 e3 f7 m20 e7 f3 m20 e20 
미원상사	f6 m20 f11 m14 e3 f9 m0 e20 f9 m0 
미유	f6 m20 f11 m17 
미은에게	f6 m20 f11 m18 e3 f11 m5 f0 m5 
미음나루	f6 m20 f11 m18 e15 f2 m0 f5 m13 
미인	f6 m20 f11 m20 e3 
미인아파트	f6 m20 f11 m20 e3 f11 m0 f17 m0 f16 m18 
미인에게	f6 m20 f11 m20 e3 f11 m5 f0 m5 
미자씨께	f6 m20 f12 m0 f10 m20 f1 m5 
미자에게	f6 m20 f12 m0 f11 m5 f0 m5 
미자짱에게	f6 m20 f12 m0 f13 m0 e20 f11 m5 f0 m5 
미장	f6 m20 f12 m0 e20 
미정	f6 m20 f12 m4 e20 
미정에게	f6 m20 f12 m4 e20 f11 m5 f0 m5 
미정이네	f6 m20 f12 m4 e20 f11 m20 f2 m5 
미정짱에게	f6 m20 f12 m4 e20 f13 m0 e20 f11 m5 f0 m5 
미젠	f6 m20 f12 m5 e3 
미조	f6 m20 f12 m8 
미조면	f6 m20 f12 m8 f6 m6 e3 
미조항	f6 m20 f12 m8 f18 m0 e20 
미주	f6 m20 f12 m13 
미주상사	f6 m20 f12 m13 f9 m0 e20 f9 m0 
미주아파트	f6 m20 f12 m13 f11 m0 f17 m0 f16 m18 
미즈	f6 m20 f12 m18 
미즈노	f6 m20 f12 m18 f2 m8 
미즈메디	f6 m20 f12 m18 f6 m5 f3 m20 
미즈메디병원	f6 m20 f12 m18 f6 m5 f3 m20 f7 m6 e20 f11 m14 e3 
미즈컨테이너	f6 m20 f12 m18 f15 m4 e3 f16 m5 f11 m20 f2 m4 
미즈파크	f6 m20 f12 m18 f17 m0 f15 m18 
미즈피아	f6 m20 f12 m18 f17 m20 f11 m0 
미즈피아병원	f6 m20 f12 m18 f17 m20 f11 m0 f7 m6 e20 f11 m14 e3 
미즐엠	f6 m20 f12 m18 e7 f11 m5 e15 
미진	f6 m20 f12 m20 e3 
미진아파트	f6 m20 f12 m20 e3 f11 m0 f17 m0 f16 m18 
미진에게	f6 m20 f12 m20 e3 f11 m5 f0 m5 
미진이에게	f6 m20 f12 m20 e3 f11 m20 f11 m5 f0 m5 
미천	f6 m20 f14 m4 e3 
미추	f6 m20 f14 m13 
미추홀	f6 m20 f14 m13 f18 m8 e7 
미추홀구	f6 m20 f14 m13 f18 m8 e7 f0 m13 
미추홀구에	f6 m20 f14 m13 f18 m8 e7 f0 m13 f11 m5 
미추홀구청	f6 m20 f14 m13 f18 m8 e7 f0 m13 f14 m4 e20 
미추홀대로	f6 m20 f14 m13 f18 m8 e7 f3 m1 f5 m8 
미추홀타워	f6 m20 f14 m13 f18 m8 e7 f16 m0 f11 m14 
미치과	f6 m20 f14 m20 f0 m9 
미카도	f6 m20 f15 m0 f3 m8 
미카엘	f6 m20 f15 m0 f11 m5 e7 
미카엘라에게	f6 m20 f15 m0 f11 m5 e7 f5 m0 f11 m5 f0 m5 
미켈란의	f6 m20 f15 m5 e7 f5 m0 e3 f11 m19 
미크맷	f6 m20 f15 m18 f6 m1 e18 
미키한테	f6 m20 f15 m20 f18 m0 e3 f16 m5 
미터	f6 m20 f16 m4 
미터기	f6 m20 f16 m4 f0 m20 
미트	f6 m20 f16 m18 
미평	f6 m20 f17 m6 e20 
미평동	f6 m20 f17 m6 e20 f3 m8 e20 
미평숲	f6 m20 f17 m6 e20 f9 m13 e25 
미하이	f6 m20 f18 m0 f11 m20 
미항초등학교	f6 m20 f18 m0 e20 f14 m8 f3 m18 e20 f18 m0 e0 f0 m12 
미향식당	f6 m20 f18 m2 e20 f9 m20 e0 f3 m0 e20 
미향이	f6 m20 f18 m2 e20 f11 m20 
미현이	f6 m20 f18 m6 e3 f11 m20 
미혜	f6 m20 f18 m7 
미호삼거리	f6 m20 f18 m8 f9 m0 e15 f0 m4 f5 m20 
미화	f6 m20 f18 m9 
미화에게	f6 m20 f18 m9 f11 m5 f0 m5 
미희	f6 m20 f18 m19 
믹스	f6 m20 e0 f9 m18 
민	f6 m20 e3 
민가네	f6 m20 e3 f0 m0 f2 m5 
민강희에게	f6 m20 e3 f0 m0 e20 f18 m19 f11 m5 f0 m5 
민경	f6 m20 e3 f0 m6 e20 
민경민	f6 m20 e3 f0 m6 e20 f6 m20 e3 
민경사	f6 m20 e3 f0 m6 e20 f9 m0 
민경석	f6 m20 e3 f0 m6 e20 f9 m4 e0 
민경에게	f6 m20 e3 f0 m6 e20 f11 m5 f0 m5 
민경엽에게	f6 m20 e3 f0 m6 e20 f11 m6 e16 f11 m5 f0 m5 
민경이에게	f6 m20 e3 f0 m6 e20 f11 m20 f11 m5 f0 m5 
민경진	f6 m20 e3 f0 m6 e20 f12 m20 e3 
민경호	f6 m20 e3 f0 m6 e20 f18 m8 
민경환	f6 m20 e3 f0 m6 e20 f18 m9 e3 
민관이에게	f6 m20 e3 f0 m9 e3 f11 m20 f11 m5 f0 m5 
민광진	f6 m20 e3 f0 m9 e20 f12 m20 e3 
민교	f6 m20 e3 f0 m12 
민교에게	f6 m20 e3 f0 m12 f11 m5 f0 m5 
민구	f6 m20 e3 f0 m13 
민구에게	f6 m20 e3 f0 m13 f11 m5 f0 m5 
민구형한테	f6 m20 e3 f0 m13 f18 m6 e20 f18 m0 e3 f16 m5 
민규	f6 m20 e3 f0 m17 
민규에게	f6 m20 e3 f0 m17 f11 m5 f0 m5 
민근해에게	f6 m20 e3 f0 m18 e3 f18 m1 f11 m5 f0 m5 
민길	f6 m20 e3 f0 m20 e7 
민둘이에게	f6 m20 e3 f3 m13 e7 f11 m20 f11 m5 f0 m5 
민들레	f6 m20 e3 f3 m18 e7 f5 m5 
민들레울	f6 m20 e3 f3 m18 e7 f5 m5 f11 m13 e7 
민락	f6 m20 e3 f5 m0 e0 
민락동	f6 m20 e3 f5 m0 e0 f3 m8 e20 
민락로	f6 m20 e3 f5 m0 e0 f5 m8 
민락수변공원	f6 m20 e3 f5 m0 e0 f9 m13 f7 m6 e3 f0 m8 e20 f11 m14 e3 
민락수변로	f6 m20 e3 f5 m0 e0 f9 m13 f7 m6 e3 f5 m8 
민락지점	f6 m20 e3 f5 m0 e0 f12 m20 f12 m4 e15 
민머루	f6 m20 e3 f6 m4 f5 m13 
민머리로	f6 m20 e3 f6 m4 f5 m20 f5 m8 
민문애	f6 m20 e3 f6 m13 e3 f11 m1 
민문형	f6 m20 e3 f6 m13 e3 f18 m6 e20 
민물	f6 m20 e3 f6 m13 e7 
민물장어	f6 m20 e3 f6 m13 e7 f12 m0 e20 f11 m4 
민박	f6 m20 e3 f7 m0 e0 
민백길	f6 m20 e3 f7 m1 e0 f0 m20 e7 
민병배에게	f6 m20 e3 f7 m6 e20 f7 m1 f11 m5 f0 m5 
민병용에게	f6 m20 e3 f7 m6 e20 f11 m12 e20 f11 m5 f0 m5 
민병일	f6 m20 e3 f7 m6 e20 f11 m20 e7 
민병호에게	f6 m20 e3 f7 m6 e20 f18 m8 f11 m5 f0 m5 
민병훈	f6 m20 e3 f7 m6 e20 f18 m13 e3 
민사장	f6 m20 e3 f9 m0 f12 m0 e20 
민상원에게	f6 m20 e3 f9 m0 e20 f11 m14 e3 f11 m5 f0 m5 
민서	f6 m20 e3 f9 m4 
민서에게	f6 m20 e3 f9 m4 f11 m5 f0 m5 
민서정	f6 m20 e3 f9 m4 f12 m4 e20 
민석	f6 m20 e3 f9 m4 e0 
민석이	f6 m20 e3 f9 m4 e0 f11 m20 
민석이에게	f6 m20 e3 f9 m4 e0 f11 m20 f11 m5 f0 m5 
민석호에게	f6 m20 e3 f9 m4 e0 f18 m8 f11 m5 f0 m5 
민선	f6 m20 e3 f9 m4 e3 
민선기	f6 m20 e3 f9 m4 e3 f0 m20 
민선진에게	f6 m20 e3 f9 m4 e3 f12 m20 e3 f11 m5 f0 m5 
민성	f6 m20 e3 f9 m4 e20 
민성기에게	f6 m20 e3 f9 m4 e20 f0 m20 f11 m5 f0 m5 
민성에게	f6 m20 e3 f9 m4 e20 f11 m5 f0 m5 
민성이	f6 m20 e3 f9 m4 e20 f11 m20 
민성현에게	f6 m20 e3 f9 m4 e20 f18 m6 e3 f11 m5 f0 m5 
민소연에게	f6 m20 e3 f9 m8 f11 m6 e3 f11 m5 f0 m5 
민소영	f6 m20 e3 f9 m8 f11 m6 e20 
민소영에게	f6 m20 e3 f9 m8 f11 m6 e20 f11 m5 f0 m5 
민속	f6 m20 e3 f9 m8 e0 
민속공원로	f6 m20 e3 f9 m8 e0 f0 m8 e20 f11 m14 e3 f5 m8 
민속마을	f6 m20 e3 f9 m8 e0 f6 m0 f11 m18 e7 
민속식당	f6 m20 e3 f9 m8 e0 f9 m20 e0 f3 m0 e20 
민속주점	f6 m20 e3 f9 m8 e0 f12 m13 f12 m4 e15 
민속촌	f6 m20 e3 f9 m8 e0 f14 m8 e3 
민속촌로	f6 m20 e3 f9 m8 e0 f14 m8 e3 f5 m8 
민속촌점	f6 m20 e3 f9 m8 e0 f14 m8 e3 f12 m4 e15 
민솔에게	f6 m20 e3 f9 m8 e7 f11 m5 f0 m5 
민수	f6 m20 e3 f9 m13 
민수에게	f6 m20 e3 f9 m13 f11 m5 f0 m5 
민수영에게	f6 m20 e3 f9 m13 f11 m6 e20 f11 m5 f0 m5 
민수형에게	f6 m20 e3 f9 m13 f18 m6 e20 f11 m5 f0 m5 
민수홍에게	f6 m20 e3 f9 m13 f18 m8 e20 f11 m5 f0 m5 
민숙	f6 m20 e3 f9 m13 e0 
민숙에게	f6 m20 e3 f9 m13 e0 f11 m5 f0 m5 
민승기에게	f6 m20 e3 f9 m18 e20 f0 m20 f11 m5 f0 m5 
민식당	f6 m20 e3 f9 m20 e0 f3 m0 e20 
민아	f6 m20 e3 f11 m0 
민아에게	f6 m20 e3 f11 m0 f11 m5 f0 m5 
민어	f6 m20 e3 f11 m4 
민에게	f6 m20 e3 f11 m5 f0 m5 
민여사에게	f6 m20 e3 f11 m6 f9 m0 f11 m5 f0 m5 
민영	f6 m20 e3 f11 m6 e20 
민영숙	f6 m20 e3 f11 m6 e20 f9 m13 e0 
민영에게	f6 m20 e3 f11 m6 e20 f11 m5 f0 m5 
민영이	f6 m20 e3 f11 m6 e20 f11 m20 
민영이에게	f6 m20 e3 f11 m6 e20 f11 m20 f11 m5 f0 m5 
민영이한테	f6 m20 e3 f11 m6 e20 f11 m20 f18 m0 e3 f16 m5 
민영주차장	f6 m20 e3 f11 m6 e20 f12 m13 f14 m0 f12 m0 e20 
민예	f6 m20 e3 f11 m7 
민옥기	f6 m20 e3 f11 m8 e0 f0 m20 
민옥형	f6 m20 e3 f11 m8 e0 f18 m6 e20 
민완기에게	f6 m20 e3 f11 m9 e3 f0 m20 f11 m5 f0 m5 
민완식	f6 m20 e3 f11 m9 e3 f9 m20 e0 
민용규에게	f6 m20 e3 f11 m12 e20 f0 m17 f11 m5 f0 m5 
민용에게	f6 m20 e3 f11 m12 e20 f11 m5 f0 m5 
민우에게	f6 m20 e3 f11 m13 f11 m5 f0 m5 
민욱	f6 m20 e3 f11 m13 e0 
민욱형에게	f6 m20 e3 f11 m13 e0 f18 m6 e20 f11 m5 f0 m5 
민웅	f6 m20 e3 f11 m13 e20 
민원	f6 m20 e3 f11 m14 e3 
민원실	f6 m20 e3 f11 m14 e3 f9 m20 e7 
민유진	f6 m20 e3 f11 m17 f12 m20 e3 
민은혜에게	f6 m20 e3 f11 m18 e3 f18 m7 f11 m5 f0 m5 
민이	f6 m20 e3 f11 m20 
민이에게	f6 m20 e3 f11 m20 f11 m5 f0 m5 
민인현	f6 m20 e3 f11 m20 e3 f18 m6 e3 
민장기에게	f6 m20 e3 f12 m0 e20 f0 m20 f11 m5 f0 m5 
민재	f6 m20 e3 f12 m1 
민재98에게	f6 m20 e3 f12 m1 9 8 f11 m5 f0 m5 
민재백에게	f6 m20 e3 f12 m1 f7 m1 e0 f11 m5 f0 m5 
민재에게	f6 m20 e3 f12 m1 f11 m5 f0 m5 
민정	f6 m20 e3 f12 m4 e20 
민정기	f6 m20 e3 f12 m4 e20 f0 m20 
민정식	f6 m20 e3 f12 m4 e20 f9 m20 e0 
민정에게	f6 m20 e3 f12 m4 e20 f11 m5 f0 m5 
민정이	f6 m20 e3 f12 m4 e20 f11 m20 
민정이한테	f6 m20 e3 f12 m4 e20 f11 m20 f18 m0 e3 f16 m5 
민정환	f6 m20 e3 f12 m4 e20 f18 m9 e3 
민족기도원	f6 m20 e3 f12 m8 e0 f0 m20 f3 m8 f11 m14 e3 
민종이에게	f6 m20 e3 f12 m8 e20 f11 m20 f11 m5 f0 m5 
민주	f6 m20 e3 f12 m13 
민주묘역	f6 m20 e3 f12 m13 f6 m12 f11 m6 e0 
민주에게	f6 m20 e3 f12 m13 f11 m5 f0 m5 
민준	f6 m20 e3 f12 m13 e3 
민지	f6 m20 e3 f12 m20 
민지에게	f6 m20 e3 f12 m20 f11 m5 f0 m5 
민지연	f6 m20 e3 f12 m20 f11 m6 e3 
민지은	f6 m20 e3 f12 m20 f11 m18 e3 
민지은에게	f6 m20 e3 f12 m20 f11 m18 e3 f11 m5 f0 m5 
민진에게	f6 m20 e3 f12 m20 e3 f11 m5 f0 m5 
민진원	f6 m20 e3 f12 m20 e3 f11 m14 e3 
민진한에게	f6 m20 e3 f12 m20 e3 f18 m0 e3 f11 m5 f0 m5 
민천기	f6 m20 e3 f14 m4 e3 f0 m20 
민철이	f6 m20 e3 f14 m4 e7 f11 m20 
민치훈	f6 m20 e3 f14 m20 f18 m13 e3 
민태	f6 m20 e3 f16 m1 
민태에게	f6 m20 e3 f16 m1 f11 m5 f0 m5 
민트	f6 m20 e3 f16 m18 
민트병원	f6 m20 e3 f16 m18 f7 m6 e20 f11 m14 e3 
민하	f6 m20 e3 f18 m0 
민핵이	f6 m20 e3 f18 m1 e0 f11 m20 
민혁	f6 m20 e3 f18 m6 e0 
민혁이에게	f6 m20 e3 f18 m6 e0 f11 m20 f11 m5 f0 m5 
민혁이한테	f6 m20 e3 f18 m6 e0 f11 m20 f18 m0 e3 f16 m5 
민현정에게	f6 m20 e3 f18 m6 e3 f12 m4 e20 f11 m5 f0 m5 
민형한테	f6 m20 e3 f18 m6 e20 f18 m0 e3 f16 m5 
민호	f6 m20 e3 f18 m8 
민호에게	f6 m20 e3 f18 m8 f11 m5 f0 m5 
민화방	f6 m20 e3 f18 m9 f7 m0 e20 
민흥기	f6 m20 e3 f18 m18 e20 f0 m20 
민희	f6 m20 e3 f18 m19 
민희씨	f6 m20 e3 f18 m19 f10 m20 
민희에게	f6 m20 e3 f18 m19 f11 m5 f0 m5 
밀	f6 m20 e7 
밀가마	f6 m20 e7 f0 m0 f6 m0 
밀란	f6 m20 e7 f5 m0 e3 
밀랑역	f6 m20 e7 f5 m0 e20 f11 m6 e0 
밀레	f6 m20 e7 f5 m5 
밀로	f6 m20 e7 f5 m8 
밀리씨티	f6 m20 e7 f5 m20 f10 m20 f16 m20 
밀리아나	f6 m20 e7 f5 m20 f11 m0 f2 m0 
밀리언골프클럽	f6 m20 e7 f5 m20 f11 m4 e3 f0 m8 e7 f17 m18 f15 m18 e7 f5 m4 e16 
밀리터리	f6 m20 e7 f5 m20 f16 m4 f5 m20 
밀리토리아	f6 m20 e7 f5 m20 f16 m8 f5 m20 f11 m0 
밀리토피아	f6 m20 e7 f5 m20 f16 m8 f17 m20 f11 m0 
밀머리로	f6 m20 e7 f6 m4 f5 m20 f5 m8 
밀면	f6 m20 e7 f6 m6 e3 
밀면집	f6 m20 e7 f6 m6 e3 f12 m20 e16 
밀목	f6 m20 e7 f6 m8 e0 
밀밭	f6 m20 e7 f7 m0 e24 
밀밭식당	f6 m20 e7 f7 m0 e24 f9 m20 e0 f3 m0 e20 
밀밭칼국수	f6 m20 e7 f7 m0 e24 f15 m0 e7 f0 m13 e0 f9 m13 
밀병장	f6 m20 e7 f7 m6 e20 f12 m0 e20 
밀본	f6 m20 e7 f7 m8 e3 
밀빛	f6 m20 e7 f7 m20 e22 
밀빛초계국수로	f6 m20 e7 f7 m20 e22 f14 m8 f0 m7 f0 m13 e0 f9 m13 f5 m8 
밀숲	f6 m20 e7 f9 m13 e25 
밀알	f6 m20 e7 f11 m0 e7 
밀알교회	f6 m20 e7 f11 m0 e7 f0 m12 f18 m11 
밀양	f6 m20 e7 f11 m2 e20 
밀양cc	f6 m20 e7 f11 m2 e20 c c 
밀양ic	f6 m20 e7 f11 m2 e20 i c 
밀양군	f6 m20 e7 f11 m2 e20 f0 m13 e3 
밀양댐	f6 m20 e7 f11 m2 e20 f3 m1 e15 
밀양돼지국밥	f6 m20 e7 f11 m2 e20 f3 m10 f12 m20 f0 m13 e0 f7 m0 e16 
밀양시	f6 m20 e7 f11 m2 e20 f9 m20 
밀양시청	f6 m20 e7 f11 m2 e20 f9 m20 f14 m4 e20 
밀양역	f6 m20 e7 f11 m2 e20 f11 m6 e0 
밀양의	f6 m20 e7 f11 m2 e20 f11 m19 
밀양중학교	f6 m20 e7 f11 m2 e20 f12 m13 e20 f18 m0 e0 f0 m12 
밀양호	f6 m20 e7 f11 m2 e20 f18 m8 
밀월로	f6 m20 e7 f11 m14 e7 f5 m8 
밀케이	f6 m20 e7 f15 m5 f11 m20 
밀크	f6 m20 e7 f15 m18 
밍차이	f6 m20 e20 f14 m0 f11 m20 
밍키에게	f6 m20 e20 f15 m20 f11 m5 f0 m5 
밍티엠	f6 m20 e20 f16 m20 f11 m5 e15 
바가	f7 m0 f0 m0 
바가지에게	f7 m0 f0 m0 f12 m20 f11 m5 f0 m5 
바게트	f7 m0 f0 m5 f16 m18 
바길	f7 m0 f0 m20 e7 
바꿔	f7 m0 f1 m14 
바꿔줘	f7 m0 f1 m14 f12 m14 
바나나	f7 m0 f2 m0 f2 m0 
바니네	f7 m0 f2 m20 f2 m5 
바닐라	f7 m0 f2 m20 e7 f5 m0 
바다	f7 m0 f3 m0 
바다낚시터	f7 m0 f3 m0 f2 m0 e1 f9 m20 f16 m4 
바다다	f7 m0 f3 m0 f3 m0 
바다로	f7 m0 f3 m0 f5 m8 
바다를	f7 m0 f3 m0 f5 m18 e7 
바다부채길	f7 m0 f3 m0 f7 m13 f14 m1 f0 m20 e7 
바다수산	f7 m0 f3 m0 f9 m13 f9 m0 e3 
바다약국	f7 m0 f3 m0 f11 m2 e0 f0 m13 e0 
바다에	f7 m0 f3 m0 f11 m5 
바다에게	f7 m0 f3 m0 f11 m5 f0 m5 
바다와	f7 m0 f3 m0 f11 m9 
바다위의	f7 m0 f3 m0 f11 m16 f11 m19 
바다의	f7 m0 f3 m0 f11 m19 
바다이야기	f7 m0 f3 m0 f11 m20 f11 m2 f0 m20 
바다장어	f7 m0 f3 m0 f12 m0 e20 f11 m4 
바다촌	f7 m0 f3 m0 f14 m8 e3 
바다코스	f7 m0 f3 m0 f15 m8 f9 m18 
바다풍경	f7 m0 f3 m0 f17 m13 e20 f0 m6 e20 
바다향기로	f7 m0 f3 m0 f18 m2 e20 f0 m20 f5 m8 
바다향기수목원	f7 m0 f3 m0 f18 m2 e20 f0 m20 f9 m13 f6 m8 e0 f11 m14 e3 
바다회	f7 m0 f3 m0 f18 m11 
바닷가	f7 m0 f3 m0 e18 f0 m0 
바닷가라면	f7 m0 f3 m0 e18 f0 m0 f5 m0 f6 m6 e3 
바닷가재	f7 m0 f3 m0 e18 f0 m0 f12 m1 
바닷길	f7 m0 f3 m0 e18 f0 m20 e7 
바둑	f7 m0 f3 m13 e0 
바들	f7 m0 f3 m18 e7 
바디	f7 m0 f3 m20 
바디코드	f7 m0 f3 m20 f15 m8 f3 m18 
바디프랜드	f7 m0 f3 m20 f17 m18 f5 m1 e3 f3 m18 
바라겔	f7 m0 f5 m0 f0 m5 e7 
바라기에게	f7 m0 f5 m0 f0 m20 f11 m5 f0 m5 
바라보다	f7 m0 f5 m0 f7 m8 f3 m0 
바람	f7 m0 f5 m0 e15 
바람의	f7 m0 f5 m0 e15 f11 m19 
바래에게	f7 m0 f5 m1 f11 m5 f0 m5 
바로	f7 m0 f5 m8 
바로본병원	f7 m0 f5 m8 f7 m8 e3 f7 m6 e20 f11 m14 e3 
바로약국	f7 m0 f5 m8 f11 m2 e0 f0 m13 e0 
바로코	f7 m0 f5 m8 f15 m8 
바르고	f7 m0 f5 m18 f0 m8 
바르다	f7 m0 f5 m18 f3 m0 
바르미	f7 m0 f5 m18 f6 m20 
바른	f7 m0 f5 m18 e3 
바른병원	f7 m0 f5 m18 e3 f7 m6 e20 f11 m14 e3 
바른본병원	f7 m0 f5 m18 e3 f7 m8 e3 f7 m6 e20 f11 m14 e3 
바른성모안과	f7 m0 f5 m18 e3 f9 m4 e20 f6 m8 f11 m0 e3 f0 m9 
바른세상병원	f7 m0 f5 m18 e3 f9 m5 f9 m0 e20 f7 m6 e20 f11 m14 e3 
바른이	f7 m0 f5 m18 e3 f11 m20 
바른임안과	f7 m0 f5 m18 e3 f11 m20 e15 f11 m0 e3 f0 m9 
바른전자	f7 m0 f5 m18 e3 f12 m4 e3 f12 m0 
바른한방병원	f7 m0 f5 m18 e3 f18 m0 e3 f7 m0 e20 f7 m6 e20 f11 m14 e3 
바릇식당	f7 m0 f5 m18 e18 f9 m20 e0 f3 m0 e20 
바바	f7 m0 f7 m0 
바바라	f7 m0 f7 m0 f5 m0 
바바부단	f7 m0 f7 m0 f7 m13 f3 m0 e3 
바바찬	f7 m0 f7 m0 f14 m0 e3 
바버	f7 m0 f7 m4 
바버샵	f7 m0 f7 m4 f9 m2 e16 
바베큐	f7 m0 f7 m5 f15 m17 
바보	f7 m0 f7 m8 
바보냐	f7 m0 f7 m8 f2 m2 
바보스에게	f7 m0 f7 m8 f9 m18 f11 m5 f0 m5 
바보야	f7 m0 f7 m8 f11 m2 
바보형제쭈꾸미	f7 m0 f7 m8 f18 m6 e20 f12 m5 f13 m13 f1 m13 f6 m20 
바비	f7 m0 f7 m20 
바비큐	f7 m0 f7 m20 f15 m17 
바비헤어	f7 m0 f7 m20 f18 m5 f11 m4 
바삭	f7 m0 f9 m0 e0 
바스젠	f7 m0 f9 m18 f12 m5 e3 
바스카	f7 m0 f9 m18 f15 m0 
바스켓	f7 m0 f9 m18 f15 m5 e18 
바야cc	f7 m0 f11 m2 c c 
바에게	f7 m0 f11 m5 f0 m5 
바우	f7 m0 f11 m13 
바우골	f7 m0 f11 m13 f0 m8 e7 
바우골길	f7 m0 f11 m13 f0 m8 e7 f0 m20 e7 
바우런님	f7 m0 f11 m13 f5 m4 e3 f2 m20 e15 
바우뫼로	f7 m0 f11 m13 f6 m11 f5 m8 
바우트	f7 m0 f11 m13 f16 m18 
바위	f7 m0 f11 m16 
바위섬가든	f7 m0 f11 m16 f9 m4 e15 f0 m0 f3 m18 e3 
바위와소나무	f7 m0 f11 m16 f11 m9 f9 m8 f2 m0 f6 m13 
바윗골	f7 m0 f11 m16 e18 f0 m8 e7 
바이러스에게	f7 m0 f11 m20 f5 m4 f9 m18 f11 m5 f0 m5 
바이산	f7 m0 f11 m20 f9 m0 e3 
바이에게	f7 m0 f11 m20 f11 m5 f0 m5 
바이오	f7 m0 f11 m20 f11 m8 
바이오닉스에게	f7 m0 f11 m20 f11 m8 f2 m20 e0 f9 m18 f11 m5 f0 m5 
바이오로	f7 m0 f11 m20 f11 m8 f5 m8 
바이오스마트에게	f7 m0 f11 m20 f11 m8 f9 m18 f6 m0 f16 m18 f11 m5 f0 m5 
바이오에피스	f7 m0 f11 m20 f11 m8 f11 m5 f17 m20 f9 m18 
바이오파크	f7 m0 f11 m20 f11 m8 f17 m0 f15 m18 
바이옴	f7 m0 f11 m20 f11 m8 e15 
바이크	f7 m0 f11 m20 f15 m18 
바이크랜드	f7 m0 f11 m20 f15 m18 f5 m1 e3 f3 m18 
바이크마트	f7 m0 f11 m20 f15 m18 f6 m0 f16 m18 
바이크맥스	f7 m0 f11 m20 f15 m18 f6 m1 e0 f9 m18 
바이크샵	f7 m0 f11 m20 f15 m18 f9 m2 e16 
바이터먼에게	f7 m0 f11 m20 f16 m4 f6 m4 e3 f11 m5 f0 m5 
바이퍼	f7 m0 f11 m20 f17 m4 
바일레	f7 m0 f11 m20 e7 f5 m5 
바지락	f7 m0 f12 m20 f5 m0 e0 
바지락에게	f7 m0 f12 m20 f5 m0 e0 f11 m5 f0 m5 
바지락죽	f7 m0 f12 m20 f5 m0 e0 f12 m13 e0 
바지락칼국수	f7 m0 f12 m20 f5 m0 e0 f15 m0 e7 f0 m13 e0 f9 m13 
바짝	f7 m0 f13 m0 e0 
바켓	f7 m0 f15 m5 e18 
바하	f7 m0 f18 m0 
박	f7 m0 e0 
박가	f7 m0 e0 f0 m0 
박가네	f7 m0 e0 f0 m0 f2 m5 
박가영에게	f7 m0 e0 f0 m0 f11 m6 e20 f11 m5 f0 m5 
박강원	f7 m0 e0 f0 m0 e20 f11 m14 e3 
박건식에게	f7 m0 e0 f0 m4 e3 f9 m20 e0 f11 m5 f0 m5 
박건희	f7 m0 e0 f0 m4 e3 f18 m19 
박걸남로	f7 m0 e0 f0 m4 e7 f2 m0 e15 f5 m8 
박견배에게	f7 m0 e0 f0 m6 e3 f7 m1 f11 m5 f0 m5 
